id,attack_date,org_type,org_size,facilities_affected,cyber_threats_tracked,monitoring_freq,backup_compromised,ransomware_infection_rate_(%),data_encrypted,data_stolen,recovery_time_(days),entry_method,paid_ransom,data_restored,ransomware_incidents
RAN202401088,08-06-2024 07:00,Hospital,Large,18,Jan-50,More than once per day,FALSE,32.2,TRUE,TRUE,22,Compromised Credentials,FALSE,31.42,1
RAN202401089,01-11-2024 11:00,Pharma,Medium,24,50-350,Weekly,TRUE,31.26,TRUE,FALSE,38,Phishing Email,FALSE,19.35,7
RAN202401090,01-03-2024 17:00,Hospital,Large,14,Jan-50,More than once per day,TRUE,18.92,TRUE,FALSE,24,Phishing Email,FALSE,47.33,4
RAN202401091,22-10-2024 01:00,Pharma,Medium,14,50-350,More than once per day,FALSE,50.42,TRUE,FALSE,29,Exploited Vulnerability,TRUE,57.9,7
RAN202401092,16-02-2024 21:00,Clinic,Medium,14,50-350,Daily,TRUE,39.06,TRUE,FALSE,62,Exploited Vulnerability,FALSE,47.15,1
RAN202401093,09-08-2024 18:00,Clinic,Small,4,Jan-50,More than once per day,TRUE,46.86,TRUE,FALSE,31,Compromised Credentials,FALSE,29.53,7
RAN202401094,05-01-2024 12:00,Clinic,Medium,4,50-350,Weekly,FALSE,78.08,TRUE,FALSE,32,Phishing Email,TRUE,54.32,5
RAN202401095,22-06-2024 19:00,Hospital,Large,15,Jan-50,Daily,FALSE,57.43,TRUE,TRUE,33,Phishing Email,TRUE,43.18,3
RAN202401096,22-02-2024 08:00,Hospital,Medium,15,50-350,More than once per day,TRUE,34.51,TRUE,FALSE,25,Exploited Vulnerability,TRUE,63.85,4
RAN202401097,05-01-2024 16:00,Hospital,Medium,18,Jan-50,More than once per day,TRUE,60.2,TRUE,FALSE,72,Exploited Vulnerability,FALSE,14.56,1
RAN202401098,15-02-2024 16:00,Hospital,Large,14,350+,Weekly,TRUE,55.37,TRUE,FALSE,35,Compromised Credentials,FALSE,43.19,5
RAN202401099,31-05-2024 14:00,Research Lab,Small,1,Jan-50,Weekly,TRUE,59.5,TRUE,TRUE,56,Compromised Credentials,FALSE,30.57,5
RAN202401100,18-06-2024 21:00,Hospital,Large,10,350+,Daily,TRUE,64.66,TRUE,FALSE,30,RDP Exploit,FALSE,32.83,4
RAN202401101,24-09-2024 07:00,Hospital,Large,20,Jan-50,Weekly,TRUE,52.75,TRUE,TRUE,67,Exploited Vulnerability,TRUE,68.42,2
RAN202401102,16-08-2024 10:00,Pharma,Medium,10,50-350,Weekly,TRUE,47.57,TRUE,FALSE,38,Compromised Credentials,FALSE,44.27,7
RAN202401103,09-04-2024 15:00,Insurance,Large,10,Jan-50,Weekly,TRUE,45.87,TRUE,FALSE,38,Compromised Credentials,FALSE,44.26,7
RAN202401104,27-10-2024 14:00,Pharma,Large,24,350+,Daily,TRUE,50.47,TRUE,TRUE,32,Compromised Credentials,TRUE,74.76,4
RAN202401105,09-06-2024 05:00,Pharma,Large,2,Jan-50,Weekly,TRUE,61.58,TRUE,FALSE,34,Infected Removable Media,FALSE,37.81,1
RAN202401106,21-08-2024 10:00,Hospital,Large,8,Jan-50,Weekly,TRUE,67.83,TRUE,TRUE,62,Exploited Vulnerability,TRUE,54.34,2
RAN202401107,10-10-2024 01:00,Hospital,Medium,1,50-350,Weekly,TRUE,53.11,TRUE,FALSE,39,Exploited Vulnerability,TRUE,57.6,4
RAN202401108,30-03-2024 06:00,Research Lab,Small,1,Jan-50,Weekly,FALSE,57.7,TRUE,FALSE,17,Compromised Credentials,FALSE,40.31,6
RAN202401109,21-01-2024 20:00,Clinic,Small,4,Jan-50,Monthly,TRUE,90,TRUE,TRUE,78,Phishing Email,FALSE,18.6,4
RAN202401110,11-07-2024 18:00,Hospital,Large,7,350+,Daily,FALSE,62.18,TRUE,FALSE,16,Phishing Email,TRUE,29.69,4
RAN202401111,01-04-2024 20:00,Insurance,Large,9,350+,Monthly,FALSE,64.94,TRUE,TRUE,22,Exploited Vulnerability,FALSE,15.47,6
RAN202401112,22-04-2024 08:00,Hospital,Medium,16,Jan-50,Daily,TRUE,59.5,TRUE,FALSE,57,Exploited Vulnerability,TRUE,56.85,6
RAN202401113,13-12-2024 09:00,Hospital,Large,5,350+,Weekly,FALSE,67.16,TRUE,FALSE,19,Exploited Vulnerability,FALSE,18.09,3
RAN202401114,10-10-2024 12:00,Clinic,Medium,2,50-350,More than once per day,TRUE,22.55,TRUE,FALSE,18,Infected Removable Media,TRUE,57.22,6
RAN202401115,03-05-2024 16:00,Clinic,Small,23,Jan-50,Daily,TRUE,50.37,TRUE,TRUE,87,Exploited Vulnerability,FALSE,20.58,7
RAN202401116,11-03-2024 11:00,Clinic,Medium,11,50-350,Weekly,TRUE,58.18,TRUE,FALSE,69,Compromised Credentials,FALSE,23.68,4
RAN202401117,14-09-2024 08:00,Hospital,Medium,18,50-350,Weekly,TRUE,59.66,TRUE,FALSE,61,Exploited Vulnerability,TRUE,54.87,1
RAN202401118,03-10-2024 02:00,Insurance,Large,19,350+,More than once per day,TRUE,34.59,TRUE,FALSE,18,Exploited Vulnerability,FALSE,33.6,5
RAN202401119,06-01-2024 03:00,Hospital,Large,13,Jan-50,Daily,TRUE,54.52,TRUE,FALSE,43,Exploited Vulnerability,FALSE,42.69,1
RAN202401120,20-08-2024 14:00,Hospital,Medium,24,50-350,More than once per day,FALSE,45.76,TRUE,FALSE,41,Compromised Credentials,TRUE,60.7,4
RAN202401121,04-11-2024 22:00,Insurance,Large,11,Jan-50,Monthly,FALSE,61.7,TRUE,FALSE,22,Exploited Vulnerability,FALSE,7.27,2
RAN202401122,16-02-2024 22:00,Pharma,Medium,20,Jan-50,Monthly,TRUE,58.18,FALSE,TRUE,87,Compromised Credentials,FALSE,33.7,3
RAN202401123,20-09-2024 20:00,Insurance,Medium,19,Jan-50,More than once per day,TRUE,34.71,TRUE,TRUE,32,Compromised Credentials,TRUE,62.06,3
RAN202401124,02-09-2024 23:00,Insurance,Large,17,350+,Monthly,TRUE,55.48,TRUE,FALSE,35,Exploited Vulnerability,TRUE,28.12,6
RAN202401125,07-10-2024 15:00,Clinic,Small,5,350+,Monthly,TRUE,79.93,TRUE,FALSE,27,Phishing Email,TRUE,66.7,3
RAN202401126,26-11-2024 17:00,Clinic,Medium,13,50-350,Daily,FALSE,73.12,TRUE,FALSE,28,Phishing Email,TRUE,25.41,6
RAN202401127,29-02-2024 09:00,Hospital,Medium,20,50-350,Weekly,TRUE,56.95,TRUE,FALSE,56,Compromised Credentials,TRUE,12.89,2
RAN202401128,10-09-2024 19:00,Clinic,Small,1,Jan-50,Daily,TRUE,81.6,TRUE,TRUE,78,Compromised Credentials,TRUE,37.91,2
RAN202401129,10-04-2024 22:00,Hospital,Large,10,Jan-50,Weekly,FALSE,60.85,TRUE,FALSE,37,Compromised Credentials,FALSE,12.7,7
RAN202401130,01-07-2024 13:00,Hospital,Large,8,Jan-50,Daily,FALSE,59.58,TRUE,FALSE,20,Exploited Vulnerability,FALSE,36,2
RAN202401131,14-01-2024 09:00,Research Lab,Small,24,Jan-50,Daily,TRUE,61.08,TRUE,FALSE,81,RDP Exploit,FALSE,30.93,2
RAN202401132,02-12-2024 05:00,Clinic,Medium,8,50-350,Daily,TRUE,47.05,TRUE,FALSE,58,Exploited Vulnerability,FALSE,32.18,1
RAN202401133,12-06-2024 14:00,Hospital,Medium,19,50-350,More than once per day,TRUE,23.97,TRUE,TRUE,24,Exploited Vulnerability,TRUE,76.09,5
RAN202401134,17-05-2024 03:00,Hospital,Medium,6,Jan-50,Weekly,TRUE,75,TRUE,TRUE,82,Compromised Credentials,FALSE,28.6,2
RAN202401135,03-01-2024 02:00,Clinic,Small,12,Jan-50,Daily,TRUE,40.72,TRUE,TRUE,50,Exploited Vulnerability,TRUE,44.97,6
RAN202401136,29-10-2024 01:00,Hospital,Medium,7,Jan-50,Daily,TRUE,66.6,TRUE,TRUE,36,Infected Removable Media,FALSE,17.94,5
RAN202401137,12-03-2024 17:00,Insurance,Medium,16,50-350,Monthly,FALSE,71.27,TRUE,TRUE,42,Exploited Vulnerability,TRUE,43.64,4
RAN202401138,20-10-2024 18:00,Clinic,Medium,9,350+,Daily,TRUE,54.16,TRUE,TRUE,22,Phishing Email,TRUE,68.65,5
RAN202401139,20-09-2024 22:00,Clinic,Medium,21,50-350,Daily,TRUE,69.83,TRUE,FALSE,69,Phishing Email,TRUE,60.95,4
RAN202401140,02-03-2024 03:00,Clinic,Small,22,350+,Monthly,TRUE,54.28,TRUE,FALSE,39,Compromised Credentials,FALSE,45.34,3
RAN202401141,17-06-2024 04:00,Insurance,Medium,10,50-350,Monthly,TRUE,57.88,TRUE,FALSE,39,Compromised Credentials,FALSE,32.61,4
RAN202401142,19-04-2024 19:00,Hospital,Large,10,Jan-50,Daily,TRUE,50.78,TRUE,TRUE,48,Infected Removable Media,TRUE,60.15,7
RAN202401143,28-07-2024 19:00,Clinic,Small,10,Jan-50,Daily,TRUE,64.57,TRUE,FALSE,54,Compromised Credentials,FALSE,21.1,1
RAN202401144,04-09-2024 07:00,Clinic,Small,20,350+,Monthly,TRUE,61.48,TRUE,FALSE,30,Compromised Credentials,FALSE,35.54,4
RAN202401145,18-08-2024 22:00,Hospital,Medium,16,50-350,Daily,TRUE,73.92,TRUE,FALSE,68,Exploited Vulnerability,TRUE,18.81,3
RAN202401146,23-02-2024 11:00,Insurance,Medium,1,Jan-50,Daily,TRUE,62.29,TRUE,FALSE,57,Phishing Email,FALSE,41.82,7
RAN202401147,06-07-2024 18:00,Research Lab,Medium,17,50-350,Daily,TRUE,56.08,TRUE,FALSE,68,Compromised Credentials,TRUE,53.51,3
RAN202401148,05-12-2024 08:00,Clinic,Medium,21,50-350,More than once per day,TRUE,35.33,TRUE,FALSE,36,Compromised Credentials,TRUE,56.23,6
RAN202401149,09-12-2024 02:00,Insurance,Medium,14,50-350,Weekly,TRUE,59.15,FALSE,FALSE,63,Compromised Credentials,TRUE,22.44,5
RAN202401150,05-06-2024 08:00,Insurance,Large,19,350+,Weekly,TRUE,51.64,TRUE,FALSE,34,Exploited Vulnerability,FALSE,44.18,7
RAN202401151,06-07-2024 00:00,Research Lab,Medium,21,50-350,Monthly,TRUE,69.31,FALSE,FALSE,96,Compromised Credentials,TRUE,60.54,5
RAN202401152,12-01-2024 11:00,Insurance,Medium,21,50-350,Weekly,FALSE,47.65,TRUE,FALSE,38,Exploited Vulnerability,TRUE,67.38,6
RAN202401153,05-08-2024 03:00,Clinic,Small,17,Jan-50,Daily,FALSE,56.42,TRUE,FALSE,36,Phishing Email,FALSE,38.95,3
RAN202401154,24-05-2024 00:00,Clinic,Small,14,Jan-50,More than once per day,TRUE,39.91,FALSE,TRUE,31,Compromised Credentials,TRUE,56.42,4
RAN202401155,23-10-2024 21:00,Clinic,Small,8,Jan-50,Monthly,FALSE,43.12,TRUE,FALSE,21,Compromised Credentials,TRUE,64.35,6
RAN202401156,29-06-2024 06:00,Research Lab,Small,21,Jan-50,Daily,TRUE,73.4,FALSE,TRUE,68,Exploited Vulnerability,FALSE,35.27,4
RAN202401157,08-07-2024 21:00,Hospital,Medium,21,50-350,Daily,FALSE,65.51,TRUE,FALSE,40,Compromised Credentials,FALSE,31.95,2
RAN202401158,26-09-2024 18:00,Insurance,Medium,9,50-350,Monthly,TRUE,72.08,TRUE,TRUE,55,Exploited Vulnerability,TRUE,52.08,7
RAN202401159,23-05-2024 07:00,Insurance,Large,8,Jan-50,Weekly,TRUE,44.49,TRUE,TRUE,51,Exploited Vulnerability,TRUE,63.37,6
RAN202401160,12-07-2024 15:00,Hospital,Large,13,350+,Daily,TRUE,60.71,TRUE,FALSE,41,Compromised Credentials,FALSE,40.07,1
RAN202401161,30-07-2024 01:00,Insurance,Medium,17,Jan-50,Monthly,TRUE,60.57,FALSE,FALSE,71,Exploited Vulnerability,FALSE,32.76,4
RAN202401162,24-07-2024 11:00,Hospital,Large,19,Jan-50,Monthly,FALSE,55.5,FALSE,FALSE,34,Compromised Credentials,FALSE,23.6,6
RAN202401163,25-04-2024 08:00,Hospital,Large,7,Jan-50,More than once per day,TRUE,21.33,TRUE,TRUE,13,Exploited Vulnerability,FALSE,34.57,6
RAN202401164,23-07-2024 15:00,Research Lab,Small,17,Jan-50,Monthly,TRUE,51.92,TRUE,FALSE,61,Compromised Credentials,FALSE,32.21,3
RAN202401165,05-09-2024 19:00,Hospital,Large,1,Jan-50,Daily,TRUE,77.28,TRUE,FALSE,83,Compromised Credentials,TRUE,51.24,1
RAN202401166,25-07-2024 00:00,Insurance,Medium,5,50-350,Daily,TRUE,73.32,TRUE,FALSE,64,Exploited Vulnerability,TRUE,48.84,5
RAN202401167,01-08-2024 19:00,Insurance,Medium,6,50-350,Monthly,TRUE,54.68,FALSE,TRUE,45,Exploited Vulnerability,FALSE,36.42,3
RAN202401168,24-04-2024 20:00,Clinic,Small,2,350+,Monthly,TRUE,54,TRUE,FALSE,28,Compromised Credentials,TRUE,66.85,3
RAN202401169,12-08-2024 16:00,Hospital,Medium,16,Jan-50,Daily,TRUE,65.03,TRUE,TRUE,73,Exploited Vulnerability,FALSE,20.31,7
RAN202401170,08-08-2024 10:00,Hospital,Medium,22,Jan-50,Daily,FALSE,61.82,TRUE,FALSE,50,Compromised Credentials,FALSE,31.9,5
RAN202401171,22-06-2024 00:00,Clinic,Small,5,Jan-50,More than once per day,TRUE,38.82,TRUE,FALSE,30,Phishing Email,TRUE,72.9,7
RAN202401172,04-06-2024 10:00,Pharma,Medium,5,50-350,Weekly,TRUE,48.31,TRUE,FALSE,33,Compromised Credentials,FALSE,42.84,4
RAN202401173,21-09-2024 08:00,Clinic,Small,12,Jan-50,More than once per day,TRUE,26.33,TRUE,TRUE,31,Exploited Vulnerability,FALSE,43.37,7
RAN202401174,07-11-2024 23:00,Hospital,Large,3,350+,Daily,FALSE,44.26,TRUE,TRUE,13,Exploited Vulnerability,FALSE,67.25,5
RAN202401175,06-02-2024 13:00,Clinic,Medium,16,50-350,More than once per day,TRUE,40.46,FALSE,FALSE,45,Malicious Website,FALSE,30.8,3
RAN202401176,19-08-2024 21:00,Clinic,Medium,6,50-350,Daily,TRUE,47.14,TRUE,FALSE,37,Exploited Vulnerability,FALSE,33.28,7
RAN202401177,26-09-2024 22:00,Research Lab,Medium,15,50-350,More than once per day,FALSE,35.53,TRUE,TRUE,34,Compromised Credentials,FALSE,45.8,4
RAN202401178,14-10-2024 17:00,Hospital,Medium,15,Jan-50,Weekly,TRUE,44.54,TRUE,FALSE,46,Compromised Credentials,FALSE,38.39,6
RAN202401179,08-12-2024 06:00,Research Lab,Small,16,Jan-50,Daily,TRUE,90,TRUE,FALSE,78,Phishing Email,TRUE,50.13,6
RAN202401180,11-10-2024 06:00,Clinic,Small,20,Jan-50,Daily,TRUE,47.26,TRUE,TRUE,54,Compromised Credentials,FALSE,23.84,5
RAN202401181,08-07-2024 14:00,Pharma,Medium,13,50-350,Monthly,FALSE,46.73,TRUE,FALSE,23,Exploited Vulnerability,FALSE,41.04,4
RAN202401182,24-07-2024 13:00,Hospital,Medium,12,Jan-50,Weekly,FALSE,43.23,TRUE,FALSE,22,Compromised Credentials,FALSE,29.52,6
RAN202401183,21-09-2024 04:00,Clinic,Small,10,Jan-50,Daily,FALSE,68.75,FALSE,TRUE,34,Compromised Credentials,FALSE,33.76,7
RAN202401184,11-10-2024 04:00,Pharma,Large,14,350+,More than once per day,TRUE,43.82,TRUE,FALSE,22,Exploited Vulnerability,FALSE,56.82,1
RAN202401185,19-06-2024 22:00,Hospital,Medium,2,Jan-50,Weekly,TRUE,51.17,TRUE,FALSE,20,Exploited Vulnerability,TRUE,46.53,7
RAN202401186,07-04-2024 11:00,Pharma,Large,3,350+,Daily,TRUE,55.83,FALSE,FALSE,24,Compromised Credentials,TRUE,21.84,4
RAN202401187,12-02-2024 12:00,Clinic,Medium,9,50-350,Weekly,FALSE,64.52,FALSE,FALSE,38,Compromised Credentials,FALSE,45.28,6
RAN202401188,20-01-2024 23:00,Hospital,Large,11,Jan-50,Daily,FALSE,54.36,TRUE,TRUE,28,Compromised Credentials,FALSE,39.5,6
RAN202401189,14-07-2024 23:00,Hospital,Medium,11,Jan-50,Daily,TRUE,58.38,FALSE,FALSE,64,Phishing Email,TRUE,58.44,6
RAN202401190,02-12-2024 15:00,Research Lab,Small,22,Jan-50,Daily,TRUE,77.51,TRUE,FALSE,101,Compromised Credentials,TRUE,38.83,3
RAN202401191,25-03-2024 01:00,Hospital,Medium,10,50-350,Weekly,TRUE,67.61,FALSE,FALSE,41,Exploited Vulnerability,TRUE,51.83,5
RAN202401192,05-08-2024 08:00,Clinic,Medium,14,50-350,Monthly,TRUE,68.06,FALSE,FALSE,67,Compromised Credentials,FALSE,20.43,4
RAN202401193,23-09-2024 09:00,Hospital,Medium,9,50-350,More than once per day,TRUE,46.97,TRUE,FALSE,47,Phishing Email,FALSE,46.71,7
RAN202401194,26-02-2024 19:00,Clinic,Medium,20,350+,Daily,TRUE,39.22,TRUE,FALSE,24,Exploited Vulnerability,FALSE,32.01,2
RAN202401195,02-09-2024 19:00,Hospital,Medium,21,50-350,More than once per day,TRUE,26.56,FALSE,TRUE,28,Compromised Credentials,TRUE,65.08,5
RAN202401196,21-10-2024 10:00,Insurance,Medium,10,Jan-50,Daily,TRUE,53.44,TRUE,FALSE,51,Exploited Vulnerability,FALSE,40.28,7
RAN202401197,06-05-2024 01:00,Pharma,Large,22,Jan-50,Monthly,FALSE,53.18,TRUE,FALSE,51,RDP Exploit,FALSE,25.27,5
RAN202401198,21-06-2024 06:00,Pharma,Large,9,350+,Daily,FALSE,56.74,TRUE,FALSE,20,Compromised Credentials,FALSE,34.34,7
RAN202401199,12-01-2024 09:00,Research Lab,Small,5,Jan-50,Monthly,FALSE,44.65,TRUE,FALSE,23,RDP Exploit,TRUE,47.71,2
RAN202401200,01-04-2024 06:00,Hospital,Medium,8,Jan-50,Weekly,FALSE,48.29,FALSE,FALSE,19,Exploited Vulnerability,FALSE,27.3,4
RAN202401201,17-03-2024 07:00,Research Lab,Medium,11,50-350,Monthly,TRUE,89.82,TRUE,FALSE,72,Phishing Email,TRUE,62.53,1
RAN202401202,24-02-2024 19:00,Hospital,Medium,1,50-350,Weekly,TRUE,53.36,TRUE,TRUE,60,Compromised Credentials,TRUE,21.09,3
RAN202401203,04-02-2024 09:00,Hospital,Large,21,350+,More than once per day,FALSE,41.37,TRUE,FALSE,13,Exploited Vulnerability,TRUE,73.21,1
RAN202401204,18-06-2024 01:00,Hospital,Medium,10,50-350,Daily,TRUE,67.83,TRUE,FALSE,53,Exploited Vulnerability,TRUE,61.8,3
RAN202401205,18-04-2024 18:00,Clinic,Small,1,Jan-50,Daily,FALSE,61.75,TRUE,FALSE,25,Compromised Credentials,TRUE,53.43,3
RAN202401206,26-10-2024 06:00,Research Lab,Medium,22,350+,Daily,FALSE,57.76,TRUE,FALSE,33,Compromised Credentials,FALSE,26.8,5
RAN202401207,11-09-2024 19:00,Clinic,Small,7,Jan-50,Daily,FALSE,78.53,TRUE,FALSE,30,Phishing Email,TRUE,55.41,3
RAN202401208,25-02-2024 22:00,Clinic,Small,14,Jan-50,Daily,TRUE,68.19,TRUE,FALSE,86,Compromised Credentials,FALSE,30.42,5
RAN202401209,17-02-2024 09:00,Hospital,Medium,5,50-350,Monthly,TRUE,58.28,TRUE,FALSE,38,Exploited Vulnerability,TRUE,49.35,2
RAN202401210,10-07-2024 21:00,Pharma,Large,17,Jan-50,Daily,FALSE,55.75,TRUE,FALSE,30,Compromised Credentials,FALSE,40.77,7
RAN202401211,03-01-2024 19:00,Clinic,Medium,22,50-350,Weekly,FALSE,56.84,TRUE,FALSE,74,Exploited Vulnerability,TRUE,58.57,3
RAN202401212,16-02-2024 22:00,Clinic,Small,21,Jan-50,Monthly,FALSE,47.8,TRUE,FALSE,52,Exploited Vulnerability,FALSE,47.1,2
RAN202401213,02-10-2024 10:00,Hospital,Medium,6,50-350,Monthly,TRUE,69.15,TRUE,FALSE,67,Compromised Credentials,TRUE,44.67,1
RAN202401214,08-07-2024 04:00,Research Lab,Small,16,Jan-50,Daily,TRUE,58.89,TRUE,TRUE,86,Compromised Credentials,FALSE,28.67,7
RAN202401215,01-05-2024 23:00,Clinic,Medium,11,50-350,Daily,FALSE,53.87,FALSE,FALSE,31,Exploited Vulnerability,FALSE,32.17,5
RAN202401216,05-12-2024 16:00,Hospital,Large,10,350+,Daily,FALSE,55.16,FALSE,TRUE,15,Compromised Credentials,FALSE,34.85,5
RAN202401217,05-11-2024 21:00,Hospital,Large,15,Jan-50,Daily,TRUE,59.07,TRUE,TRUE,65,Exploited Vulnerability,TRUE,52.54,4
RAN202401218,15-06-2024 13:00,Clinic,Small,7,Jan-50,Daily,TRUE,69.85,TRUE,FALSE,71,Compromised Credentials,TRUE,46.09,3
RAN202401219,16-07-2024 06:00,Clinic,Small,23,Jan-50,Weekly,FALSE,79.35,TRUE,FALSE,57,Compromised Credentials,TRUE,49.3,4
RAN202401220,30-11-2024 00:00,Hospital,Large,2,Jan-50,Daily,TRUE,56.12,FALSE,TRUE,34,Compromised Credentials,TRUE,58.37,7
RAN202401221,27-05-2024 00:00,Pharma,Medium,12,50-350,Daily,FALSE,64.79,TRUE,FALSE,34,Exploited Vulnerability,FALSE,28.3,4
RAN202401222,21-08-2024 02:00,Hospital,Medium,19,50-350,Monthly,TRUE,61.95,TRUE,FALSE,68,Exploited Vulnerability,TRUE,64.22,2
RAN202401223,06-03-2024 04:00,Clinic,Small,12,Jan-50,More than once per day,TRUE,17.73,TRUE,TRUE,21,Exploited Vulnerability,TRUE,68.15,5
RAN202401224,09-02-2024 09:00,Pharma,Medium,16,Jan-50,Daily,FALSE,66.4,TRUE,FALSE,25,Exploited Vulnerability,TRUE,57.68,6
RAN202401225,17-12-2024 23:00,Clinic,Small,6,Jan-50,Weekly,TRUE,53.49,TRUE,FALSE,65,Exploited Vulnerability,TRUE,47.52,2
RAN202401226,20-08-2024 00:00,Clinic,Medium,3,50-350,Daily,TRUE,47.02,TRUE,TRUE,36,Exploited Vulnerability,FALSE,53.38,6
RAN202401227,12-05-2024 15:00,Hospital,Medium,2,Jan-50,Weekly,TRUE,69.78,TRUE,FALSE,56,Compromised Credentials,TRUE,49.63,5
RAN202401228,23-03-2024 21:00,Hospital,Large,20,350+,Daily,FALSE,48.55,TRUE,FALSE,21,Phishing Email,TRUE,62.57,5
RAN202401229,23-08-2024 18:00,Pharma,Medium,5,50-350,Monthly,TRUE,42.17,TRUE,FALSE,30,RDP Exploit,FALSE,40.34,4
RAN202401230,29-08-2024 13:00,Clinic,Small,11,Jan-50,Daily,TRUE,80.15,TRUE,FALSE,78,Phishing Email,TRUE,52.8,2
RAN202401231,10-10-2024 05:00,Insurance,Medium,3,50-350,Daily,FALSE,86.28,TRUE,FALSE,39,Malicious Website,TRUE,47.08,2
RAN202401232,24-10-2024 11:00,Hospital,Large,3,350+,Weekly,TRUE,68.32,TRUE,TRUE,35,Infected Removable Media,FALSE,30.95,6
RAN202401233,06-06-2024 13:00,Hospital,Medium,22,50-350,Daily,TRUE,64.82,TRUE,FALSE,67,Exploited Vulnerability,FALSE,51.58,5
RAN202401234,12-06-2024 23:00,Hospital,Medium,5,Jan-50,Daily,TRUE,60.44,TRUE,FALSE,67,Infected Removable Media,FALSE,30.72,2
RAN202401235,17-04-2024 16:00,Clinic,Small,22,Jan-50,Daily,FALSE,71.72,TRUE,TRUE,63,Compromised Credentials,FALSE,26.41,3
RAN202401236,07-04-2024 23:00,Hospital,Large,23,350+,Daily,TRUE,51.62,TRUE,TRUE,26,Phishing Email,FALSE,39.14,7
RAN202401237,27-06-2024 02:00,Insurance,Medium,11,50-350,Daily,TRUE,65.16,TRUE,FALSE,73,RDP Exploit,TRUE,50.09,2
RAN202401238,16-08-2024 22:00,Clinic,Medium,3,50-350,Weekly,TRUE,70.98,TRUE,FALSE,53,Phishing Email,TRUE,62.05,1
RAN202401239,25-05-2024 07:00,Pharma,Large,13,350+,Weekly,FALSE,50.48,TRUE,TRUE,24,Phishing Email,FALSE,28.8,2
RAN202401240,06-11-2024 23:00,Hospital,Large,21,350+,Weekly,FALSE,60.51,FALSE,FALSE,19,Compromised Credentials,TRUE,65.28,3
RAN202401241,09-03-2024 18:00,Insurance,Large,8,350+,Daily,TRUE,61.29,TRUE,TRUE,27,Phishing Email,TRUE,69.36,6
RAN202401242,12-10-2024 18:00,Research Lab,Small,20,Jan-50,More than once per day,TRUE,40.78,TRUE,FALSE,49,Phishing Email,FALSE,35.43,2
RAN202401243,15-04-2024 08:00,Research Lab,Medium,10,50-350,Weekly,FALSE,79.26,TRUE,TRUE,30,Malicious Website,TRUE,47.41,3
RAN202401244,02-09-2024 11:00,Insurance,Medium,2,50-350,Monthly,TRUE,64.84,TRUE,FALSE,45,Infected Removable Media,FALSE,29.65,1
RAN202401245,18-11-2024 23:00,Research Lab,Medium,4,50-350,Daily,FALSE,56.22,FALSE,FALSE,19,Compromised Credentials,FALSE,43.33,7
RAN202401246,19-08-2024 12:00,Clinic,Medium,18,50-350,Daily,TRUE,41.91,TRUE,TRUE,64,Exploited Vulnerability,FALSE,34.75,6
RAN202401247,23-08-2024 20:00,Hospital,Medium,19,Jan-50,Daily,FALSE,70.84,FALSE,FALSE,41,RDP Exploit,TRUE,57.57,4
RAN202401248,28-10-2024 08:00,Hospital,Medium,4,50-350,Daily,TRUE,61.14,TRUE,FALSE,52,Phishing Email,FALSE,39.67,5
RAN202401249,23-01-2024 08:00,Pharma,Medium,20,50-350,Weekly,FALSE,52.12,TRUE,TRUE,35,RDP Exploit,TRUE,54.09,5
RAN202401250,17-03-2024 15:00,Clinic,Small,9,Jan-50,More than once per day,TRUE,29.29,TRUE,FALSE,31,Exploited Vulnerability,FALSE,30.51,5
RAN202401251,16-06-2024 04:00,Research Lab,Medium,16,50-350,Weekly,TRUE,52.51,TRUE,FALSE,53,Compromised Credentials,FALSE,34.31,7
RAN202401252,05-11-2024 22:00,Clinic,Small,6,Jan-50,More than once per day,TRUE,30.05,TRUE,TRUE,20,Compromised Credentials,FALSE,25.15,1
RAN202401253,05-05-2024 08:00,Hospital,Large,4,Jan-50,Daily,TRUE,38.13,TRUE,FALSE,43,Malicious Website,TRUE,60.21,1
RAN202401254,14-04-2024 09:00,Hospital,Large,9,Jan-50,Weekly,TRUE,52.78,FALSE,FALSE,49,Compromised Credentials,FALSE,34.28,3
RAN202401255,06-10-2024 20:00,Clinic,Medium,13,50-350,Daily,TRUE,56.23,TRUE,FALSE,24,RDP Exploit,FALSE,8.71,1
RAN202401256,14-05-2024 02:00,Clinic,Medium,9,50-350,More than once per day,FALSE,27.05,TRUE,FALSE,13,Compromised Credentials,FALSE,26.89,4
RAN202401257,22-07-2024 16:00,Hospital,Medium,6,50-350,Monthly,TRUE,70.35,TRUE,FALSE,63,Compromised Credentials,TRUE,49.02,3
RAN202401258,17-10-2024 16:00,Clinic,Medium,21,50-350,Monthly,FALSE,80.52,TRUE,TRUE,52,Compromised Credentials,TRUE,14.16,7
RAN202401259,14-01-2024 10:00,Hospital,Large,19,350+,Weekly,TRUE,60.1,TRUE,FALSE,31,Phishing Email,FALSE,35.79,4
RAN202401260,08-09-2024 05:00,Clinic,Small,14,Jan-50,Daily,TRUE,52.43,TRUE,FALSE,49,Compromised Credentials,FALSE,20.96,4
RAN202401261,23-12-2024 20:00,Hospital,Medium,21,Jan-50,Daily,TRUE,56.55,TRUE,FALSE,63,Phishing Email,TRUE,59.83,7
RAN202401262,04-06-2024 08:00,Research Lab,Medium,15,350+,Monthly,FALSE,59.36,TRUE,FALSE,19,Compromised Credentials,FALSE,43.15,6
